Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,12/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46,91,419,197,Online
Kohl's,1189833,1/12/2021,Midwest,Montana,Billings,Women's Athletic Footwear,44,91,400,212,Online
Foot Locker,1185732,7/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,49,91,446,281,Online
Sports Direct,1197831,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,32,91,291,213,Online
Amazon,1185732,12/26/2021,Northeast,Maine,Portland,Women's Apparel,54,91,491,265,Online
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Apparel,61,91,555,216,Online
Amazon,1185732,9/20/2021,West,Alaska,Anchorage,Men's Athletic Footwear,55,91,501,240,Online
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,54,91,491,152,Online
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,60,91,546,207,Online
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Apparel,71,91,646,194,Online
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,58,91,528,222,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Street Footwear,29,91,264,121,Online
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,39,91,355,160,Online
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,52,91,473,227,Online
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,29,91,264,127,Online
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,27,91,246,113,Online
Foot Locker,1185732,6/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,91,209,105,Online
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,24,91,218,120,Online
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,24,91,218,109,Online
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,9,91,82,41,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,39,91,355,174,Online
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,39,91,355,170,Online
West Gear,1128299,10/24/2021,West,Oregon,Portland,Women's Street Footwear,46,91,419,205,Online
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Apparel,32,91,291,140,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Street Footwear,49,91,446,223,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Street Footwear,44,91,400,192,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,51,91,464,213,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Apparel,56,91,510,224,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,91,428,231,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,41,91,373,175,Online
Foot Locker,1185732,2/18/2021,South,Mississippi,Jackson,Women's Athletic Footwear,25,91,228,114,Online
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,34,91,309,170,Online
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Apparel,69,91,628,295,Online
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,91,137,68,Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,28,91,255,132,Online
Kohl's,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,29,91,264,145,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23,91,209,103,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Apparel,56,91,510,234,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,38,91,346,156,Online
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,51,91,464,251,Online
West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,47,91,428,201,Online
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,Women's Apparel,53,91,482,251,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,56,91,510,260,Online
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,54,91,491,260,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Women's Apparel,61,91,555,300,Online
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,19,91,173,93,Online
West Gear,1185732,9/18/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,29,91,264,140,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Women's Athletic Footwear,38,91,346,190,Online
Foot Locker,1185732,1/17/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,29,91,264,140,Online
Kohl's,1185732,12/13/2021,Northeast,Delaware,Wilmington,Men's Apparel,61,91,555,222,Online
Sports Direct,1185732,11/7/2021,Northeast,New Jersey,Newark,Women's Apparel,59,91,537,285,Online
Sports Direct,1185732,12/6/2021,Northeast,New Jersey,Newark,Women's Street Footwear,49,91,446,223,Online
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,42,91,382,180,Online
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,58,91,528,238,Online
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,32,91,291,131,Online
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,91,410,217,Online
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,52,91,473,199,Online
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,31,91,282,116,Outlet
Foot Locker,1185732,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40,91,364,124,Outlet
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,27,91,246,111,Outlet
West Gear,1197831,4/5/2021,West,Idaho,Boise,Men's Apparel,27,91,246,79,Outlet
Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,29,91,264,98,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,21,91,191,71,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Apparel,23,91,209,86,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,12,91,109,46,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's Apparel,36,91,328,105,Outlet
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,44,91,400,120,Outlet
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Apparel,46,91,419,172,Outlet
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Apparel,50,91,455,177,Outlet
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,41,91,373,127,Outlet
Foot Locker,1185732,11/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,55,90,495,248,Online
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,57,90,513,257,Online
West Gear,1128299,3/30/2020,West,Colorado,Denver,Women's Athletic Footwear,51,90,459,197,Online
West Gear,1128299,6/16/2020,West,Washington,Seattle,Women's Athletic Footwear,55,90,495,208,Online
West Gear,1128299,6/22/2020,West,Washington,Seattle,Women's Athletic Footwear,59,90,531,234,Online
Amazon,1185732,12/22/2021,Northeast,Maine,Portland,Men's Athletic Footwear,49,90,441,207,Online
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Women's Athletic Footwear,53,90,477,172,Online
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,62,90,558,212,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Apparel,63,90,567,278,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,53,90,477,239,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,49,90,441,221,Online
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,43,90,387,190,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,90,450,207,Online
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Women's Street Footwear,23,90,207,106,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,37,90,333,163,Online
Foot Locker,1197831,10/14/2021,Midwest,Kansas,Wichita,Women's Apparel,28,90,252,121,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,59,90,531,239,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,42,90,378,151,Online
West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,47,90,423,216,Online
West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,27,90,243,119,Online
West Gear,1185732,8/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,42,90,378,208,Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,43,90,387,205,Online
Foot Locker,1185732,10/15/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,51,90,459,211,Online
Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Women's Street Footwear,28,90,252,101,Online
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41,90,369,181,Online
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,52,90,468,206,Online
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Apparel,44,90,396,202,Online
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,47,90,423,190,Online
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,46,90,414,203,Online
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Women's Street Footwear,39,90,351,154,Online
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,44,90,396,139,Online
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,34,90,306,125,Outlet
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,40,90,360,148,Outlet
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,41,90,369,129,Outlet
Foot Locker,1128299,4/24/2021,Southeast,Virginia,Richmond,Women's Apparel,47,90,423,152,Outlet
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Men's Apparel,28,90,252,101,Outlet
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Men's Apparel,29,90,261,110,Outlet
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,13,90,117,48,Outlet
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Apparel,40,90,360,126,Outlet
West Gear,1128299,4/24/2021,West,Oregon,Portland,Women's Apparel,49,90,441,150,Outlet
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Apparel,30,90,270,108,Outlet
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,37,90,333,147,Outlet
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,24,90,216,102,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37,90,333,157,Outlet
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,11,90,99,39,Outlet
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,52,90,468,136,Outlet
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Apparel,36,90,324,143,Outlet
West Gear,1185732,10/12/2021,Northeast,Vermont,Burlington,Women's Apparel,54,90,486,224,Outlet
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,52,90,468,150,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,64,90,576,225,Outlet
West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Men's Apparel,64,88,563,360,Online
West Gear,1128299,6/14/2020,West,Washington,Seattle,Men's Athletic Footwear,71,88,625,244,Online
West Gear,1128299,6/18/2020,West,Washington,Seattle,Women's Apparel,78,88,686,220,Online
Foot Locker,1185732,12/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,46,88,405,231,Online
Kohl's,1189833,1/24/2021,Midwest,Montana,Billings,Women's Athletic Footwear,38,88,334,177,Online
Sports Direct,1197831,5/7/2021,South,Tennessee,Knoxville,Men's Apparel,32,88,282,144,Online
Sports Direct,1197831,8/5/2021,South,Alabama,Birmingham,Men's Apparel,37,88,326,156,Online
Sports Direct,1197831,9/22/2021,South,Alabama,Birmingham,Men's Apparel,41,88,361,206,Online
Foot Locker,1128299,6/10/2021,West,Hawaii,Honolulu,Men's Apparel,83,88,730,219,Online
Walmart,1128299,8/10/2021,West,Hawaii,Honolulu,Women's Apparel,72,88,634,336,Online
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,59,88,519,223,Online
Foot Locker,1128299,2/24/2021,West,Wyoming,Cheyenne,Women's Street Footwear,39,88,343,154,Online
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Women's Street Footwear,50,88,440,220,Online
Foot Locker,1185732,2/18/2021,Midwest,Missouri,St. Louis,Men's Apparel,38,88,334,150,Online
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,88,299,141,Online
Foot Locker,1185732,10/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,38,88,334,214,Online
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,23,88,202,91,Online
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23,88,202,105,Online
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,34,88,299,156,Online
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Men's Apparel,42,88,370,185,Online
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,18,88,158,82,Online
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,10,88,88,45,Online
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Apparel,19,88,167,84,Online
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Women's Street Footwear,36,88,317,143,Online
West Gear,1128299,3/23/2021,West,Oregon,Portland,Women's Street Footwear,54,88,475,214,Online
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,52,88,458,229,Online
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Women's Apparel,38,88,334,120,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Apparel,47,88,414,165,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Men's Apparel,52,88,458,197,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,88,449,224,Online
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,44,88,387,194,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,10,88,88,48,Online
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,14,88,123,64,Online
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,14,88,123,64,Online
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,33,88,290,131,Online
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,36,88,317,165,Online
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37,88,326,169,Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,19,88,167,77,Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,88,123,59,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Women's Apparel,73,88,642,296,Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,53,88,466,233,Online
West Gear,1185732,12/5/2021,Midwest,Iowa,Des Moines,Women's Apparel,59,88,519,286,Online
West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,59,88,519,270,Online
Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,58,88,510,281,Online
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,50,88,440,198,Online
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,51,88,449,229,Online
Sports Direct,1185732,5/13/2021,Northeast,Massachusetts,Boston,Women's Apparel,55,88,484,198,Online
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,88,414,170,Online
Amazon,1185732,1/21/2021,Northeast,Vermont,Burlington,Women's Apparel,49,88,431,194,Online
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,53,88,466,205,Online
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,62,88,546,240,Online
Sports Direct,1197831,3/26/2021,South,Tennessee,Knoxville,Men's Apparel,27,88,238,97,Outlet
Sports Direct,1197831,8/17/2021,South,Alabama,Birmingham,Men's Apparel,28,88,246,113,Outlet
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,19,88,167,70,Outlet
Amazon,1185732,10/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,30,88,264,108,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Apparel,24,88,211,82,Outlet
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Athletic Footwear,39,88,343,141,Outlet
West Gear,1128299,8/24/2021,West,Oregon,Portland,Women's Apparel,53,88,466,173,Outlet
Foot Locker,1197831,2/4/2021,West,Idaho,Boise,Men's Apparel,31,88,273,82,Outlet
West Gear,1197831,3/6/2021,West,Idaho,Boise,Men's Apparel,32,88,282,99,Outlet
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Athletic Footwear,30,88,264,98,Outlet
Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Apparel,44,88,387,143,Outlet
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,88,326,127,Outlet
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Men's Apparel,24,88,211,84,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,18,88,158,73,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,27,88,238,100,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Men's Apparel,28,88,246,101,Outlet
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Men's Apparel,44,88,387,139,Outlet
Sports Direct,1185732,12/6/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,40,88,352,165,Outlet
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,28,88,246,84,Outlet
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,32,88,282,84,Outlet
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,35,88,308,114,Outlet
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,36,88,317,146,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,42,88,370,118,Outlet
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,87,374,187,Online
West Gear,1128299,6/4/2020,West,Washington,Seattle,Women's Athletic Footwear,48,87,418,175,Online
Foot Locker,1185732,11/29/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43,87,374,153,Online
Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,56,87,487,171,Online
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Apparel,81,87,705,409,Online
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Apparel,53,87,461,249,Online
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,34,87,296,133,Online
Foot Locker,1185732,5/19/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,29,87,252,116,Online
